FlyBase_FBgn	FlyBase_FBtr	FlyBase_FBpp
FBgn0035593	FBtr0331804	FBpp0304189
FBgn0035594	FBtr0479932	FBpp0428264
FBgn0035598	FBtr0077171	FBpp0076874
FBgn0035600	FBtr0077144	FBpp0076848
FBgn0035600	FBtr0306086	FBpp0297223
FBgn0035601	FBtr0077155	FBpp0076859
FBgn0035601	FBtr0077156	FBpp0076860
FBgn0035601	FBtr0345026	FBpp0311276
FBgn0035603	FBtr0077154	FBpp0076858
FBgn0035604	FBtr0077153	FBpp0076857
FBgn0035607	FBtr0333613	FBpp0305790
FBgn0035608	FBtr0077152	FBpp0076856
FBgn0035610	FBtr0077149	FBpp0076853
FBgn0035611	FBtr0077141	FBpp0076847
FBgn0035611	FBtr0306593	FBpp0297548
FBgn0035612	FBtr0077137	FBpp0076843
FBgn0035612	FBtr0077138	FBpp0076844
FBgn0035612	FBtr0077139	FBpp0076845
FBgn0035612	FBtr0077140	FBpp0076846
FBgn0035612	FBtr0113144	FBpp0112057
FBgn0035612	FBtr0113146	FBpp0112059
FBgn0035612	FBtr0273231	FBpp0271739
FBgn0035612	FBtr0273232	FBpp0271740
FBgn0035612	FBtr0273233	FBpp0271741
FBgn0035612	FBtr0273234	FBpp0271742
FBgn0035617	FBtr0077085	FBpp0076793
FBgn0035619	FBtr0077129	FBpp0076835
FBgn0035620	FBtr0077086	FBpp0076794
FBgn0035620	FBtr0345902	FBpp0311826
FBgn0035621	FBtr0077128	FBpp0076834
FBgn0035622	FBtr0077127	FBpp0076833
FBgn0035623	FBtr0077088	FBpp0076796
FBgn0035624	FBtr0077126	FBpp0076832
FBgn0035625	FBtr0077089	FBpp0076797
FBgn0035625	FBtr0331806	FBpp0304191
FBgn0035625	FBtr0331807	FBpp0304192
FBgn0035625	FBtr0331808	FBpp0304193
FBgn0035625	FBtr0331809	FBpp0304194
FBgn0035625	FBtr0345593	FBpp0311662
FBgn0035626	FBtr0077090	FBpp0076798
FBgn0035627	FBtr0077125	FBpp0076831
FBgn0035630	FBtr0077121	FBpp0076827
FBgn0035630	FBtr0345606	FBpp0311675
FBgn0035630	FBtr0345901	FBpp0311825
FBgn0035631	FBtr0077098	FBpp0076804
FBgn0035632	FBtr0077120	FBpp0076826
FBgn0035636	FBtr0077117	FBpp0076823
FBgn0035638	FBtr0077115	FBpp0076821
FBgn0035638	FBtr0331521	FBpp0303911
FBgn0035638	FBtr0331522	FBpp0303912
FBgn0035639	FBtr0077112	FBpp0076818
FBgn0035639	FBtr0310533	FBpp0302670
FBgn0035639	FBtr0310534	FBpp0302671
FBgn0035640	FBtr0077113	FBpp0076819
FBgn0035641	FBtr0077025	FBpp0076733
FBgn0035642	FBtr0300903	FBpp0290125
FBgn0035642	FBtr0331562	FBpp0303952
FBgn0035643	FBtr0077027	FBpp0076735
FBgn0035643	FBtr0330086	FBpp0303119
FBgn0035644	FBtr0077081	FBpp0076789
FBgn0035645	FBtr0077029	FBpp0076737
FBgn0035647	FBtr0114644	FBpp0113136
FBgn0035647	FBtr0305273	FBpp0293797
FBgn0035648	FBtr0113148	FBpp0112061
FBgn0035648	FBtr0331563	FBpp0303953
FBgn0035649	FBtr0077077	FBpp0076785
FBgn0035649	FBtr0474639	FBpp0423204
FBgn0035656	FBtr0077070	FBpp0076778
FBgn0035656	FBtr0332041	FBpp0304351
FBgn0035657	FBtr0077069	FBpp0076777
FBgn0035661	FBtr0077068	FBpp0076776
FBgn0035661	FBtr0346804	FBpp0312379
FBgn0035663	FBtr0077039	FBpp0076747
FBgn0035665	FBtr0077041	FBpp0076749
FBgn0035666	FBtr0077042	FBpp0076750
FBgn0035667	FBtr0077067	FBpp0076775
FBgn0035667	FBtr0346527	FBpp0312145
FBgn0035669	FBtr0077044	FBpp0076752
FBgn0035670	FBtr0077066	FBpp0076774
FBgn0035673	FBtr0077047	FBpp0076755
FBgn0035674	FBtr0077065	FBpp0076773
FBgn0035675	FBtr0077048	FBpp0076756
FBgn0035675	FBtr0332059	FBpp0304369
FBgn0035675	FBtr0332060	FBpp0304370
FBgn0035676	FBtr0077049	FBpp0076757
FBgn0035676	FBtr0345594	FBpp0311663
FBgn0035677	FBtr0332061	FBpp0304371
FBgn0035677	FBtr0332062	FBpp0304372
FBgn0035677	FBtr0332063	FBpp0304373
FBgn0035677	FBtr0332064	FBpp0304374
FBgn0035678	FBtr0077064	FBpp0076772
FBgn0035679	FBtr0077063	FBpp0076771
FBgn0035685	FBtr0077020	FBpp0076728
FBgn0035686	FBtr0076996	FBpp0076704
FBgn0035687	FBtr0076997	FBpp0076705
FBgn0035688	FBtr0077019	FBpp0076727
FBgn0035688	FBtr0331789	FBpp0304174
FBgn0035688	FBtr0331790	FBpp0304175
FBgn0035688	FBtr0331791	FBpp0304176
FBgn0035689	FBtr0076998	FBpp0076706
FBgn0035689	FBtr0331788	FBpp0304173
FBgn0035690	FBtr0113149	FBpp0112062
FBgn0035691	FBtr0076999	FBpp0076707
FBgn0035692	FBtr0077015	FBpp0076723
FBgn0035693	FBtr0077003	FBpp0076711
FBgn0035694	FBtr0077013	FBpp0076721
FBgn0035695	FBtr0077012	FBpp0076720
FBgn0035695	FBtr0332068	FBpp0304378
FBgn0035696	FBtr0077010	FBpp0076718
FBgn0035697	FBtr0077009	FBpp0076717
FBgn0035699	FBtr0077007	FBpp0076715
FBgn0035702	FBtr0076987	FBpp0076696
FBgn0035702	FBtr0333060	FBpp0305274
FBgn0035703	FBtr0303036	FBpp0292155
FBgn0035704	FBtr0076986	FBpp0076695
FBgn0035708	FBtr0076978	FBpp0076687
FBgn0035708	FBtr0076980	FBpp0076689
FBgn0035708	FBtr0076981	FBpp0076690
FBgn0035708	FBtr0330184	FBpp0303217
FBgn0035708	FBtr0474136	FBpp0423135
FBgn0035709	FBtr0076963	FBpp0076672
FBgn0035710	FBtr0076958	FBpp0076667
FBgn0035710	FBtr0076959	FBpp0076668
FBgn0035710	FBtr0076960	FBpp0076669
FBgn0035710	FBtr0076961	FBpp0076670
FBgn0035711	FBtr0076942	FBpp0076651
FBgn0035711	FBtr0333072	FBpp0305285
FBgn0035713	FBtr0076950	FBpp0076659
FBgn0035713	FBtr0076951	FBpp0076660
FBgn0035713	FBtr0076952	FBpp0076661
FBgn0035713	FBtr0345025	FBpp0311275
FBgn0035714	FBtr0076943	FBpp0076652
FBgn0035714	FBtr0330060	FBpp0303093
FBgn0035715	FBtr0076949	FBpp0076658
FBgn0035715	FBtr0330061	FBpp0303094
FBgn0035715	FBtr0330062	FBpp0303095
FBgn0035715	FBtr0330063	FBpp0303096
FBgn0035715	FBtr0330064	FBpp0303097
FBgn0035715	FBtr0330065	FBpp0303098
FBgn0035718	FBtr0076894	FBpp0076604
FBgn0035719	FBtr0113150	FBpp0112063
FBgn0035719	FBtr0333077	FBpp0305290
FBgn0035719	FBtr0333078	FBpp0305291
FBgn0035719	FBtr0333079	FBpp0305292
FBgn0035719	FBtr0333080	FBpp0305293
FBgn0035720	FBtr0076940	FBpp0076649
FBgn0035720	FBtr0300937	FBpp0290159
FBgn0035720	FBtr0333083	FBpp0305296
FBgn0035721	FBtr0076896	FBpp0076606
FBgn0035721	FBtr0333081	FBpp0305294
FBgn0035721	FBtr0333082	FBpp0305295
FBgn0035722	FBtr0076939	FBpp0076648
FBgn0035724	FBtr0076937	FBpp0076646
FBgn0035725	FBtr0076936	FBpp0076645
FBgn0035726	FBtr0076898	FBpp0076608
FBgn0035727	FBtr0076935	FBpp0076644
FBgn0035730	FBtr0076932	FBpp0076641
FBgn0035733	FBtr0076931	FBpp0076640
FBgn0035733	FBtr0333376	FBpp0305568
FBgn0035734	FBtr0076905	FBpp0076614
FBgn0035734	FBtr0076906	FBpp0076615
FBgn0035734	FBtr0076908	FBpp0076617
FBgn0035735	FBtr0076929	FBpp0076638
FBgn0035736	FBtr0076928	FBpp0076637
FBgn0035737	FBtr0076909	FBpp0076618
FBgn0035741	FBtr0076912	FBpp0076621
FBgn0035742	FBtr0076925	FBpp0076634
FBgn0035743	FBtr0076913	FBpp0076622
FBgn0035743	FBtr0345590	FBpp0311659
FBgn0035750	FBtr0076833	FBpp0076544
FBgn0035750	FBtr0333366	FBpp0305558
FBgn0035751	FBtr0273403	FBpp0271911
FBgn0035753	FBtr0076892	FBpp0076602
FBgn0035753	FBtr0333370	FBpp0305562
FBgn0035753	FBtr0345036	FBpp0311286
FBgn0035754	FBtr0076889	FBpp0076599
FBgn0035755	FBtr0076888	FBpp0076598
FBgn0035755	FBtr0309298	FBpp0301214
FBgn0035755	FBtr0309299	FBpp0301215
FBgn0035756	FBtr0290001	FBpp0288440
FBgn0035756	FBtr0333368	FBpp0305560
FBgn0035760	FBtr0076837	FBpp0076548
FBgn0035761	FBtr0076885	FBpp0076595
FBgn0035761	FBtr0076886	FBpp0076596
FBgn0035762	FBtr0076838	FBpp0076549
FBgn0035763	FBtr0076884	FBpp0076594
FBgn0035763	FBtr0332734	FBpp0304980
FBgn0035766	FBtr0076882	FBpp0076592
FBgn0035766	FBtr0100278	FBpp0099670
FBgn0035767	FBtr0076881	FBpp0076591
FBgn0035767	FBtr0332732	FBpp0304978
FBgn0035767	FBtr0332733	FBpp0304979
FBgn0035768	FBtr0076880	FBpp0076590
FBgn0035769	FBtr0076878	FBpp0076588
FBgn0035770	FBtr0273398	FBpp0271906
FBgn0035770	FBtr0273399	FBpp0271907
FBgn0035770	FBtr0332731	FBpp0304977
FBgn0035771	FBtr0076847	FBpp0076558
FBgn0035772	FBtr0076872	FBpp0076582
FBgn0035772	FBtr0076873	FBpp0076583
FBgn0035772	FBtr0302546	FBpp0291702
FBgn0035772	FBtr0302547	FBpp0291703
FBgn0035772	FBtr0302548	FBpp0291704
FBgn0035776	FBtr0076869	FBpp0076579
FBgn0035776	FBtr0339402	FBpp0308494
FBgn0035777	FBtr0076852	FBpp0076562
FBgn0035777	FBtr0332724	FBpp0304970
FBgn0035779	FBtr0076854	FBpp0076564
FBgn0035780	FBtr0076855	FBpp0076565
FBgn0035781	FBtr0076868	FBpp0076578
FBgn0035781	FBtr0332725	FBpp0304971
FBgn0035782	FBtr0076866	FBpp0076576
FBgn0035785	FBtr0332797	FBpp0305020
FBgn0035786	FBtr0299721	FBpp0288999
FBgn0035786	FBtr0302557	FBpp0291713
FBgn0035786	FBtr0332798	FBpp0305021
FBgn0035786	FBtr0332799	FBpp0305022
FBgn0035787	FBtr0076863	FBpp0076573
FBgn0035788	FBtr0076862	FBpp0076572
FBgn0035789	FBtr0076789	FBpp0076503
FBgn0035790	FBtr0332140	FBpp0304450
FBgn0035791	FBtr0076831	FBpp0076542
FBgn0035791	FBtr0332145	FBpp0304455
FBgn0035792	FBtr0076830	FBpp0076541
FBgn0035793	FBtr0076791	FBpp0076505
FBgn0035793	FBtr0076792	FBpp0076506
FBgn0035793	FBtr0290025	FBpp0288464
FBgn0035793	FBtr0290026	FBpp0288465
FBgn0035793	FBtr0305073	FBpp0293610
FBgn0035793	FBtr0332141	FBpp0304451
FBgn0035793	FBtr0332142	FBpp0304452
FBgn0035793	FBtr0332143	FBpp0304453
FBgn0035795	FBtr0076829	FBpp0076540
FBgn0035797	FBtr0290223	FBpp0288662
FBgn0035798	FBtr0290277	FBpp0288716
FBgn0035798	FBtr0301221	FBpp0290439
FBgn0035798	FBtr0301222	FBpp0290440
FBgn0035798	FBtr0331839	FBpp0304223
FBgn0035798	FBtr0331840	FBpp0304224
FBgn0035799	FBtr0076801	FBpp0076513
FBgn0035800	FBtr0076824	FBpp0076535
FBgn0035802	FBtr0089849	FBpp0088790
FBgn0035802	FBtr0089850	FBpp0088791
FBgn0035802	FBtr0089851	FBpp0088792
FBgn0035802	FBtr0334064	FBpp0306189
FBgn0035805	FBtr0076822	FBpp0076533
FBgn0035806	FBtr0076807	FBpp0076519
FBgn0035807	FBtr0076821	FBpp0076532
FBgn0035811	FBtr0076808	FBpp0076520
FBgn0035812	FBtr0076814	FBpp0076526
FBgn0035812	FBtr0346912	FBpp0312411
FBgn0035813	FBtr0306682	FBpp0297621
FBgn0035815	FBtr0110885	FBpp0110185
FBgn0035815	FBtr0301205	FBpp0290423
FBgn0035815	FBtr0334649	FBpp0306711
FBgn0035816	FBtr0076809	FBpp0076521
FBgn0035816	FBtr0331171	FBpp0303598
FBgn0035816	FBtr0334644	FBpp0306706
FBgn0035816	FBtr0346865	FBpp0312405
FBgn0035817	FBtr0076810	FBpp0076522
FBgn0035823	FBtr0076747	FBpp0076464
FBgn0035824	FBtr0076748	FBpp0076465
FBgn0035825	FBtr0076770	FBpp0076485
FBgn0035827	FBtr0076750	FBpp0076467
FBgn0035829	FBtr0076764	FBpp0076479
FBgn0035829	FBtr0076765	FBpp0076480
FBgn0035830	FBtr0076753	FBpp0076470
FBgn0035831	FBtr0076763	FBpp0076478
FBgn0035833	FBtr0076738	FBpp0076461
FBgn0035838	FBtr0076687	FBpp0076410
FBgn0035839	FBtr0076736	FBpp0076459
FBgn0035842	FBtr0273367	FBpp0271875
FBgn0035842	FBtr0273368	FBpp0271876
FBgn0035844	FBtr0076732	FBpp0076455
FBgn0035844	FBtr0332761	FBpp0305000
FBgn0035845	FBtr0300119	FBpp0289396
FBgn0035845	FBtr0330087	FBpp0303120
FBgn0035847	FBtr0076726	FBpp0076449
FBgn0035847	FBtr0076727	FBpp0076450
FBgn0035848	FBtr0076690	FBpp0076413
FBgn0035849	FBtr0076724	FBpp0076447
FBgn0035849	FBtr0076725	FBpp0076448
FBgn0035850	FBtr0076691	FBpp0076414
FBgn0035850	FBtr0076692	FBpp0076415
FBgn0035850	FBtr0076693	FBpp0076416
FBgn0035850	FBtr0321319	FBpp0302862
FBgn0035850	FBtr0321320	FBpp0302863
FBgn0035850	FBtr0321321	FBpp0302864
FBgn0035850	FBtr0346547	FBpp0312165
FBgn0035851	FBtr0076694	FBpp0076417
FBgn0035852	FBtr0076723	FBpp0076446
FBgn0035853	FBtr0076722	FBpp0076445
FBgn0035853	FBtr0332138	FBpp0304448
FBgn0035853	FBtr0332139	FBpp0304449
FBgn0035854	FBtr0076695	FBpp0076418
FBgn0035854	FBtr0332137	FBpp0304447
FBgn0035855	FBtr0076721	FBpp0076444
FBgn0035856	FBtr0076697	FBpp0076420
FBgn0035857	FBtr0076698	FBpp0076421
FBgn0035858	FBtr0076719	FBpp0076442
FBgn0035858	FBtr0333624	FBpp0305799
FBgn0035859	FBtr0076700	FBpp0076423
FBgn0035861	FBtr0076718	FBpp0076441
FBgn0035865	FBtr0076716	FBpp0076439
FBgn0035865	FBtr0332135	FBpp0304445
FBgn0035866	FBtr0076715	FBpp0076438
FBgn0035867	FBtr0076706	FBpp0076429
FBgn0035868	FBtr0076714	FBpp0076437
FBgn0035870	FBtr0300280	FBpp0289508
FBgn0035871	FBtr0076711	FBpp0076434
FBgn0035871	FBtr0076712	FBpp0076435
FBgn0035872	FBtr0076710	FBpp0076433
FBgn0035872	FBtr0304628	FBpp0293170
FBgn0035873	FBtr0076708	FBpp0076431
FBgn0035875	FBtr0076601	FBpp0076328
FBgn0035876	FBtr0076602	FBpp0076329
FBgn0035877	FBtr0076604	FBpp0076331
FBgn0035878	FBtr0076677	FBpp0076400
FBgn0035878	FBtr0345596	FBpp0311665
FBgn0035879	FBtr0076605	FBpp0076332
FBgn0035879	FBtr0113153	FBpp0112066
FBgn0035880	FBtr0076674	FBpp0076397
FBgn0035880	FBtr0076675	FBpp0076398
FBgn0035880	FBtr0076676	FBpp0076399
FBgn0035880	FBtr0113154	FBpp0112067
FBgn0035886	FBtr0076608	FBpp0076335
FBgn0035887	FBtr0076666	FBpp0076389
FBgn0035888	FBtr0307376	FBpp0298365
FBgn0035888	FBtr0307377	FBpp0298366
FBgn0035888	FBtr0307378	FBpp0298367
FBgn0035888	FBtr0332983	FBpp0305199
FBgn0035889	FBtr0076664	FBpp0076387
FBgn0035889	FBtr0076665	FBpp0076388
FBgn0035889	FBtr0346628	FBpp0312208
FBgn0035890	FBtr0076610	FBpp0076337
FBgn0035890	FBtr0076611	FBpp0076338
FBgn0035896	FBtr0076659	FBpp0076383
FBgn0035896	FBtr0345602	FBpp0311671
FBgn0035900	FBtr0076656	FBpp0076380
FBgn0035901	FBtr0076620	FBpp0076346
FBgn0035902	FBtr0076655	FBpp0076379
FBgn0035903	FBtr0076621	FBpp0076347
FBgn0035903	FBtr0333054	FBpp0305268
FBgn0035903	FBtr0333055	FBpp0305269
FBgn0035904	FBtr0076622	FBpp0076348
FBgn0035906	FBtr0076653	FBpp0076377
FBgn0035906	FBtr0076654	FBpp0076378
FBgn0035907	FBtr0076652	FBpp0076376
FBgn0035909	FBtr0076626	FBpp0076352
FBgn0035909	FBtr0301629	FBpp0290843
FBgn0035911	FBtr0076651	FBpp0076375
FBgn0035914	FBtr0076636	FBpp0076360
FBgn0035914	FBtr0076637	FBpp0076361
FBgn0035914	FBtr0300194	FBpp0289431
FBgn0035914	FBtr0330165	FBpp0303198
FBgn0035915	FBtr0076638	FBpp0076362
FBgn0035916	FBtr0076648	FBpp0076372
FBgn0035917	FBtr0089561	FBpp0088529
FBgn0035917	FBtr0089562	FBpp0088530
FBgn0035917	FBtr0089563	FBpp0088531
FBgn0035917	FBtr0089564	FBpp0088532
FBgn0035917	FBtr0089565	FBpp0088533
FBgn0035917	FBtr0089566	FBpp0088534
FBgn0035917	FBtr0089567	FBpp0088535
FBgn0035917	FBtr0089568	FBpp0089007
FBgn0035917	FBtr0301154	FBpp0290377
FBgn0035917	FBtr0301156	FBpp0290379
FBgn0035917	FBtr0301157	FBpp0290380
FBgn0035917	FBtr0301158	FBpp0290381
FBgn0035918	FBtr0076647	FBpp0076371
FBgn0035921	FBtr0273348	FBpp0271856
FBgn0035921	FBtr0273349	FBpp0271857
FBgn0035922	FBtr0076568	FBpp0076295
FBgn0035922	FBtr0273328	FBpp0271836
FBgn0035923	FBtr0076570	FBpp0076297
FBgn0035923	FBtr0333887	FBpp0306019
FBgn0035924	FBtr0076576	FBpp0076303
FBgn0035926	FBtr0076591	FBpp0076318
FBgn0035928	FBtr0076590	FBpp0076317
FBgn0035929	FBtr0076589	FBpp0076316
FBgn0035931	FBtr0076587	FBpp0076314
FBgn0035932	FBtr0303232	FBpp0292324
FBgn0035933	FBtr0076582	FBpp0076309
FBgn0035934	FBtr0331823	FBpp0304207
FBgn0035934	FBtr0331824	FBpp0304208
FBgn0035934	FBtr0331825	FBpp0304209
FBgn0035934	FBtr0331826	FBpp0304210
FBgn0035934	FBtr0331827	FBpp0304211
FBgn0035936	FBtr0076506	FBpp0076233
FBgn0035936	FBtr0076507	FBpp0076234
FBgn0035936	FBtr0076508	FBpp0076235
FBgn0035941	FBtr0076512	FBpp0076239
FBgn0035942	FBtr0076560	FBpp0076287
FBgn0035942	FBtr0346542	FBpp0312160
FBgn0035943	FBtr0076559	FBpp0076286
FBgn0035944	FBtr0076513	FBpp0076240
FBgn0035944	FBtr0076514	FBpp0076241
FBgn0035944	FBtr0301139	FBpp0290362
FBgn0035944	FBtr0301140	FBpp0290363
FBgn0035945	FBtr0076515	FBpp0076242
FBgn0035945	FBtr0076516	FBpp0076243
FBgn0035945	FBtr0301141	FBpp0290364
FBgn0035947	FBtr0076517	FBpp0076244
FBgn0035948	FBtr0076556	FBpp0076283
FBgn0035949	FBtr0076518	FBpp0076245
FBgn0035949	FBtr0303233	FBpp0292325
FBgn0035951	FBtr0076519	FBpp0076246
FBgn0035951	FBtr0333907	FBpp0306036
FBgn0035952	FBtr0076552	FBpp0076279
FBgn0035953	FBtr0076520	FBpp0076247
FBgn0035953	FBtr0333908	FBpp0306037
FBgn0035954	FBtr0076521	FBpp0076248
FBgn0035955	FBtr0076548	FBpp0076275
FBgn0035955	FBtr0333909	FBpp0306038
FBgn0035956	FBtr0076547	FBpp0076274
FBgn0035957	FBtr0076523	FBpp0076250
FBgn0035959	FBtr0076542	FBpp0076269
FBgn0035959	FBtr0331549	FBpp0303939
FBgn0035959	FBtr0345351	FBpp0311506
FBgn0035960	FBtr0076524	FBpp0076251
FBgn0035964	FBtr0076531	FBpp0076258
FBgn0035964	FBtr0100531	FBpp0099972
FBgn0035964	FBtr0100532	FBpp0099973
FBgn0035965	FBtr0076537	FBpp0076264
FBgn0035968	FBtr0076503	FBpp0076231
FBgn0035968	FBtr0332124	FBpp0304434
FBgn0035968	FBtr0332125	FBpp0304435
FBgn0035968	FBtr0332126	FBpp0304436
FBgn0035969	FBtr0076429	FBpp0076158
FBgn0035970	FBtr0076502	FBpp0076230
FBgn0035971	FBtr0076430	FBpp0076159
FBgn0035975	FBtr0076432	FBpp0076161
FBgn0035975	FBtr0076433	FBpp0076162
FBgn0035975	FBtr0076434	FBpp0076163
FBgn0035975	FBtr0076435	FBpp0076164
FBgn0035975	FBtr0333882	FBpp0306014
FBgn0035976	FBtr0089490	FBpp0088491
FBgn0035976	FBtr0089491	FBpp0088492
FBgn0035976	FBtr0089492	FBpp0088998
FBgn0035976	FBtr0300290	FBpp0289518
FBgn0035976	FBtr0300291	FBpp0289519
FBgn0035976	FBtr0301773	FBpp0290987
FBgn0035976	FBtr0308349	FBpp0300668
FBgn0035976	FBtr0346814	FBpp0312389
FBgn0035976	FBtr0472540	FBpp0422538
FBgn0035976	FBtr0472541	FBpp0422539
FBgn0035977	FBtr0076439	FBpp0076167
FBgn0035978	FBtr0076500	FBpp0099885
FBgn0035978	FBtr0076501	FBpp0099884
FBgn0035978	FBtr0301698	FBpp0290912
FBgn0035978	FBtr0301699	FBpp0290913
FBgn0035980	FBtr0076444	FBpp0076172
FBgn0035981	FBtr0089493	FBpp0088493
FBgn0035981	FBtr0333883	FBpp0306015
FBgn0035982	FBtr0076452	FBpp0076180
FBgn0035983	FBtr0076494	FBpp0076222
FBgn0035983	FBtr0309506	FBpp0301283
FBgn0035985	FBtr0076455	FBpp0076183
FBgn0035986	FBtr0076486	FBpp0076214
FBgn0035986	FBtr0309088	FBpp0301096
FBgn0035986	FBtr0309089	FBpp0301097
FBgn0035988	FBtr0076485	FBpp0076213
FBgn0035989	FBtr0076480	FBpp0076208
FBgn0035989	FBtr0076481	FBpp0076209
FBgn0035989	FBtr0076482	FBpp0076210
FBgn0035989	FBtr0076483	FBpp0076211
FBgn0035989	FBtr0076484	FBpp0076212
FBgn0035989	FBtr0331584	FBpp0303974
FBgn0035993	FBtr0076504	FBpp0076232
FBgn0035995	FBtr0076461	FBpp0076189
FBgn0035995	FBtr0331582	FBpp0303972
FBgn0035995	FBtr0331583	FBpp0303973
FBgn0035996	FBtr0076476	FBpp0076204
FBgn0035997	FBtr0076475	FBpp0076203
FBgn0035997	FBtr0345600	FBpp0311669
FBgn0035998	FBtr0301032	FBpp0290254
FBgn0035999	FBtr0076463	FBpp0076191
FBgn0035999	FBtr0114371	FBpp0112920
FBgn0036000	FBtr0076473	FBpp0076201
FBgn0036004	FBtr0076468	FBpp0076196
FBgn0036005	FBtr0076471	FBpp0076199
FBgn0036007	FBtr0076427	FBpp0076156
FBgn0036007	FBtr0333864	FBpp0305997
FBgn0036007	FBtr0333865	FBpp0305998
FBgn0036008	FBtr0076426	FBpp0076155
FBgn0036008	FBtr0333863	FBpp0305996
FBgn0036009	FBtr0076375	FBpp0076104
FBgn0036010	FBtr0336953	FBpp0307896
FBgn0036014	FBtr0076379	FBpp0076108
FBgn0036015	FBtr0076421	FBpp0076150
FBgn0036016	FBtr0076380	FBpp0076109
FBgn0036018	FBtr0076383	FBpp0076112
FBgn0036019	FBtr0076420	FBpp0076149
FBgn0036020	FBtr0076384	FBpp0076113
FBgn0036020	FBtr0076385	FBpp0076114
FBgn0036020	FBtr0076386	FBpp0076115
FBgn0036020	FBtr0333855	FBpp0305988
FBgn0036022	FBtr0076387	FBpp0076116
FBgn0036023	FBtr0076388	FBpp0076117
FBgn0036024	FBtr0076389	FBpp0076118
FBgn0036028	FBtr0076392	FBpp0076121
FBgn0036029	FBtr0076394	FBpp0076123
FBgn0036030	FBtr0076415	FBpp0076144
FBgn0036030	FBtr0076416	FBpp0076145
FBgn0036030	FBtr0310662	FBpp0302782
FBgn0036030	FBtr0310663	FBpp0302783
FBgn0036030	FBtr0333856	FBpp0305989
FBgn0036030	FBtr0333857	FBpp0305990
FBgn0036030	FBtr0345032	FBpp0311282
FBgn0036030	FBtr0345033	FBpp0311283
FBgn0036030	FBtr0345034	FBpp0311284
FBgn0036031	FBtr0076414	FBpp0076143
FBgn0036031	FBtr0331543	FBpp0303933
FBgn0036032	FBtr0076396	FBpp0076125
FBgn0036032	FBtr0330098	FBpp0303131
FBgn0036035	FBtr0076412	FBpp0076141
FBgn0036035	FBtr0331542	FBpp0303932
FBgn0036036	FBtr0076402	FBpp0076131
FBgn0036038	FBtr0076403	FBpp0076132
FBgn0036039	FBtr0089410	FBpp0088430
FBgn0036039	FBtr0089411	FBpp0089006
FBgn0036039	FBtr0114566	FBpp0113058
FBgn0036040	FBtr0076410	FBpp0076139
FBgn0036043	FBtr0076317	FBpp0076046
FBgn0036043	FBtr0076318	FBpp0076047
FBgn0036043	FBtr0076319	FBpp0076048
FBgn0036043	FBtr0076320	FBpp0076049
FBgn0036043	FBtr0076321	FBpp0076050
FBgn0036043	FBtr0076322	FBpp0076051
FBgn0036043	FBtr0076323	FBpp0076052
FBgn0036043	FBtr0076324	FBpp0076053
FBgn0036043	FBtr0076325	FBpp0076054
FBgn0036043	FBtr0076326	FBpp0076055
FBgn0036043	FBtr0076327	FBpp0076056
FBgn0036043	FBtr0301228	FBpp0290446
FBgn0036043	FBtr0331848	FBpp0304232
FBgn0036044	FBtr0310626	FBpp0302746
FBgn0036044	FBtr0310627	FBpp0302747
FBgn0036044	FBtr0310629	FBpp0302749
FBgn0036044	FBtr0344234	FBpp0310638
FBgn0036046	FBtr0076329	FBpp0076058
FBgn0036052	FBtr0076366	FBpp0076095
FBgn0036052	FBtr0300688	FBpp0289912
FBgn0036053	FBtr0076362	FBpp0076091
FBgn0036053	FBtr0076363	FBpp0076092
FBgn0036053	FBtr0076364	FBpp0076093
FBgn0036053	FBtr0076365	FBpp0076094
FBgn0036056	FBtr0076360	FBpp0076089
FBgn0036056	FBtr0113156	FBpp0112069
FBgn0036057	FBtr0076359	FBpp0076088
FBgn0036057	FBtr0113157	FBpp0112070
FBgn0036058	FBtr0076356	FBpp0076085
FBgn0036058	FBtr0076357	FBpp0076086
FBgn0036058	FBtr0076358	FBpp0076087
FBgn0036059	FBtr0076344	FBpp0076073
FBgn0036059	FBtr0113158	FBpp0112071
FBgn0036059	FBtr0113159	FBpp0112072
FBgn0036059	FBtr0114600	FBpp0113092
FBgn0036059	FBtr0345695	FBpp0311744
FBgn0036062	FBtr0076355	FBpp0076084
FBgn0036062	FBtr0331581	FBpp0303971
FBgn0036063	FBtr0076354	FBpp0076083
FBgn0036063	FBtr0331580	FBpp0303970
FBgn0036066	FBtr0076316	FBpp0076045
FBgn0036070	FBtr0076295	FBpp0076024
FBgn0036072	FBtr0076311	FBpp0076040
FBgn0036075	FBtr0301227	FBpp0290445
FBgn0036075	FBtr0345693	FBpp0311742
FBgn0036078	FBtr0076300	FBpp0076029
FBgn0036080	FBtr0076297	FBpp0076026
FBgn0036082	FBtr0076281	FBpp0076010
FBgn0036082	FBtr0076282	FBpp0076011
FBgn0036083	FBtr0076294	FBpp0076023
FBgn0036085	FBtr0076291	FBpp0076020
FBgn0036085	FBtr0344999	FBpp0311253
FBgn0036089	FBtr0076280	FBpp0076009
FBgn0036090	FBtr0076254	FBpp0075983
FBgn0036090	FBtr0076255	FBpp0075984
FBgn0036091	FBtr0076256	FBpp0075985
FBgn0036093	FBtr0076257	FBpp0075986
FBgn0036093	FBtr0076258	FBpp0075987
